Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
11240,57,Female,Bengaluru,Graduate,HR,7.5,74921,28,,5,2,5,3.3,32,116,1,3,Good,7.6,5,Average Performer
11241,26,Female,Kolkata,Diploma,Finance,13.8,78760,22,63,4,5,3,3.5,0,68,5,5,Poor,2.8,4,Average Performer
11242,44,Female,Mumbai,Post Graduate,IT,8.9,85847,,58,3,5,2,,68,149,14,4,Average,3.5,,Average Performer
11243,31,Female,Kolkata,Graduate,Analytics,17,115547,17,261,5,5,5,,0,63,0,1,,5.4,9,Average Performer
11244,33,Male,Pune,,IT,,61839,5,249,2,3,5,4.7,,147,2,2,Poor,7.7,0,Low Performer
11245,54,Male,Chennai,Graduate,Operations,7.8,57673,18,153,4,5,2,3.9,44,104,8,2,Average,7.1,17,Average Performer
11246,45,Male,Pune,Diploma,Operations,14.3,21642,17,288,1,3,2,4.2,72,30,11,3,,5.3,20,Average Performer
11247,27,Female,,Post Graduate,Operations,10.1,69761,,20,0,1,2,,79,18,9,3,Poor,,13,Low Performer
11248,24,Male,Mumbai,Graduate,IT,10.1,27622,7,,,2,3,3.9,39,126,5,3,Excellent,0.7,11,Low Performer
11249,28,Female,Chennai,Graduate,,,66423,25,32,3,1,3,3.7,60,13,1,2,Excellent,,,Low Performer
11250,40,Male,Hyderabad,Graduate,Finance,7.5,60873,37,133,3,5,4,2.1,,11,11,4,Excellent,0.1,13,Average Performer
11251,49,Female,Pune,Diploma,Sales,5.2,65565,9,227,2,3,3,5,,144,11,1,Poor,1.4,,Average Performer
11252,30,Female,Pune,Graduate,Operations,18,18757,19,248,1,2,2,,79,149,14,3,Average,5,6,Average Performer
11253,54,Female,Chennai,Post Graduate,Finance,5.9,24220,9,,,4,4,3.2,,112,14,2,Excellent,7.1,2,Average Performer
11254,46,Female,Mumbai,Graduate,IT,16,126408,23,236,1,2,,2.3,74,,8,4,Poor,5.1,16,Average Performer
11255,23,Female,Pune,Diploma,Operations,12.3,109851,31,,,2,1,2.3,0,95,12,3,Poor,5.3,22,Average Performer
11256,26,Female,Bengaluru,Graduate,IT,6.5,111329,32,7,5,5,5,,46,128,1,3,Good,0.8,22,Average Performer
11257,25,Female,Hyderabad,Post Graduate,Finance,,145636,31,85,3,1,1,3.3,75,174,,1,Good,5.3,9,Average Performer
11258,25,Female,,Post Graduate,IT,15.2,46288,17,48,5,1,2,4.4,20,169,6,1,Good,3.6,2,Average Performer
11259,43,Female,Delhi,Post Graduate,IT,16,92492,39,159,,4,,2.8,72,152,14,,Average,5.2,15,Average Performer
11260,,Male,Delhi,Graduate,Analytics,,37109,22,28,5,5,5,2.8,38,,0,3,Average,2.6,5,Average Performer
11261,55,Male,Mumbai,,,6.4,75326,35,103,2,,3,2.8,2,13,4,5,Average,,3,Average Performer
11262,40,Female,Bengaluru,Graduate,Sales,6.4,27864,30,175,0,1,3,3.8,,115,6,2,Average,3.4,19,Low Performer
11263,55,Male,Pune,,Sales,1.2,105562,37,152,3,1,5,4.4,67,28,2,1,Excellent,4.5,8,Low Performer
11264,38,Male,Delhi,Graduate,HR,11,92310,26,127,1,3,5,3.4,25,129,3,4,,1.2,6,Average Performer
11265,37,Female,Mumbai,,Analytics,15.5,137454,6,116,4,2,1,3.1,53,166,4,3,Poor,3.2,15,Low Performer
11266,44,Female,Hyderabad,Graduate,Operations,7.2,39017,34,134,1,5,2,4.9,12,40,2,3,Good,3,5,Average Performer
11267,23,Female,,PhD,Operations,13.5,68337,32,,1,1,3,2.4,60,8,14,5,Poor,5.9,11,Average Performer
11268,52,Male,Bengaluru,Diploma,Operations,11.5,101557,25,221,,5,,3.5,,161,5,,Average,5.7,24,Average Performer
11269,55,Male,Kolkata,Post Graduate,Sales,7.1,28372,13,100,3,2,2,3.2,26,,14,5,Poor,7.3,2,Average Performer
11270,33,Male,Mumbai,Graduate,Sales,,118050,38,149,5,2,4,2.3,1,148,2,3,Excellent,,11,Low Performer
11271,45,Male,Mumbai,Graduate,Analytics,,111938,38,37,0,1,1,2.8,9,12,7,,Excellent,2.5,19,Average Performer
11272,29,,Kolkata,Graduate,IT,15.5,89333,2,290,1,4,3,2.1,59,95,,,Good,6.3,13,Low Performer
11273,24,Male,Pune,,Sales,12.5,34283,5,9,5,5,5,4.6,18,43,0,1,Average,4,13,Low Performer
11274,34,Female,Mumbai,Post Graduate,Operations,0.8,58857,11,122,1,5,5,3.8,14,62,1,3,Poor,1.5,8,Low Performer
11275,57,Female,Kolkata,Post Graduate,IT,4.3,69772,11,144,3,3,2,4.4,46,144,3,4,Good,6,3,Average Performer
11276,54,Male,Pune,Diploma,Sales,1.7,,24,,,2,1,3.6,23,176,4,5,Poor,1.1,,Low Performer
11277,31,Male,Pune,Graduate,Finance,10.5,24107,14,164,,2,1,3.8,15,8,13,1,Good,1.4,,Average Performer
11278,,Male,Chennai,Post Graduate,HR,13.7,53561,30,298,3,1,3,4.1,59,29,13,5,Good,6.1,19,High Performer
11279,48,Male,Bengaluru,Post Graduate,Sales,2.4,31138,35,253,3,1,3,4.7,79,71,10,1,Excellent,6.2,24,Low Performer
11280,49,Female,Hyderabad,Post Graduate,Finance,15.2,142143,,277,1,1,2,2.3,48,171,13,1,Excellent,6.3,14,Average Performer
11281,,Male,Bengaluru,Graduate,Analytics,10.2,36632,5,,0,3,2,3,3,122,9,1,,2.3,6,Low Performer
11282,23,Male,Bengaluru,Post Graduate,Finance,12.6,65547,38,44,1,,2,4.1,65,28,10,3,Good,6.9,19,High Performer
11283,45,Male,Chennai,Post Graduate,Analytics,17.5,30100,2,228,5,1,4,4.9,48,10,3,,,5.8,18,Average Performer
11284,,Male,Pune,,Sales,,65930,37,156,3,1,,4.9,30,101,14,3,Excellent,6.7,,Low Performer
11285,32,Female,Pune,Diploma,Analytics,16.3,71025,34,144,,1,,3.9,65,76,3,2,,,18,Average Performer
11286,29,Female,Mumbai,Graduate,Finance,2.7,96944,11,132,,3,1,2.6,53,165,13,3,,4.6,,Low Performer
11287,35,Female,Chennai,,HR,7.4,109641,36,151,2,,5,2.4,1,128,8,,Poor,0.9,0,Average Performer
11288,45,Male,Mumbai,Post Graduate,,,114920,11,,4,,5,4.8,60,6,3,1,Average,5.7,6,Average Performer
11289,25,Female,Chennai,Post Graduate,IT,16.4,60362,9,222,,5,1,3.3,14,42,3,1,Average,5.5,2,Average Performer
11290,31,Female,Mumbai,Graduate,HR,9.4,46610,6,,2,2,5,2.6,59,44,3,2,,2.5,,Low Performer
11291,54,Female,Delhi,Post Graduate,Operations,10.9,122334,34,149,5,2,5,4.8,42,60,1,2,Excellent,5.9,5,High Performer
11292,44,Male,Kolkata,Diploma,IT,12.9,25717,37,281,3,1,5,2.3,39,107,12,5,Poor,4.4,22,Average Performer
11293,35,Male,Bengaluru,Diploma,Sales,15.1,82022,32,,5,5,3,4.2,29,107,7,,Average,4.5,24,High Performer
11294,,Female,,Graduate,Operations,,69645,12,64,,3,3,3.9,62,25,12,3,,2.9,5,Low Performer
11295,25,Female,,PhD,,,47550,32,102,5,4,1,2.3,23,119,13,,Excellent,0.9,10,Average Performer
11296,46,Male,Kolkata,Post Graduate,Finance,8.9,58868,17,,3,5,,3,43,39,3,2,Poor,,,Average Performer
11297,38,Male,Pune,Post Graduate,Finance,8.4,116039,4,118,3,5,4,2.4,13,71,4,3,,6.2,5,Low Performer
11298,26,Male,Hyderabad,Post Graduate,Operations,,50800,33,107,3,4,3,3.8,,,7,,,,,Average Performer
11299,57,Female,Delhi,Post Graduate,Operations,9.4,28886,9,61,2,,1,3.4,13,155,13,,Poor,0,17,Low Performer
11300,33,Male,Hyderabad,Post Graduate,Operations,17,63805,34,289,4,5,,2,55,127,3,,Poor,8,,Average Performer
11301,48,Female,Bengaluru,Graduate,Operations,10.1,50532,39,133,3,4,4,4.9,33,46,4,3,Poor,,13,High Performer
11302,25,Male,Pune,Post Graduate,Analytics,17.2,130765,30,90,4,3,1,3,77,,4,2,Average,5.2,11,Average Performer
11303,33,,Delhi,Post Graduate,Operations,3.7,46688,20,,4,4,1,2.8,11,,5,3,Good,7.4,,Average Performer
11304,37,Female,Bengaluru,Graduate,Operations,13.2,41089,39,75,1,1,1,2.7,55,118,6,5,Excellent,4.8,12,Low Performer
11305,52,Male,,Diploma,Finance,14.7,51585,23,102,1,1,1,2.5,60,24,2,5,,6.4,19,Average Performer
11306,49,Female,,,Sales,12.4,20438,35,180,0,1,2,5,60,13,13,4,,,20,High Performer
11307,23,Male,Chennai,Post Graduate,,11.1,111095,23,237,5,1,3,2.9,39,61,9,2,Average,6.9,21,Average Performer
11308,,Female,Delhi,Graduate,,10.4,32026,39,79,1,2,3,3.2,19,,10,5,Average,4.5,,Average Performer
11309,47,Female,Pune,Post Graduate,Analytics,15.6,138168,23,147,3,3,3,4.6,41,149,2,1,Good,2.9,7,High Performer
11310,33,Male,Hyderabad,Graduate,Analytics,14.9,68998,37,27,4,2,4,3.9,6,82,12,1,,3.9,8,Average Performer
11311,53,Female,Kolkata,,,2.6,75013,23,185,5,5,2,3.1,78,22,8,4,Average,6.7,16,Low Performer
11312,26,Female,Hyderabad,,Operations,15.4,69039,39,49,0,5,3,,72,67,0,4,Good,6.8,12,High Performer
11313,44,Male,Delhi,Graduate,Finance,7.7,124446,28,96,1,,3,4.2,,97,14,4,Excellent,6.8,3,Average Performer
11314,39,Female,Kolkata,Post Graduate,IT,4.9,116452,19,273,2,1,,2.7,30,,9,5,Excellent,4.8,5,Average Performer
11315,36,Female,Pune,Graduate,Finance,15.7,85182,30,38,5,4,1,3.9,69,88,,2,Excellent,3.8,12,Average Performer
11316,48,,Delhi,Graduate,Operations,8.1,70147,,170,0,5,1,4.8,75,17,12,,Poor,2.5,16,High Performer
11317,,Male,Pune,Graduate,Operations,14.6,93400,24,74,3,1,,3.5,46,123,7,3,Good,0,18,Average Performer
11318,33,Male,,Diploma,,,64434,21,200,5,3,,4.2,50,149,9,4,Average,6.1,22,Average Performer
11319,45,Male,Bengaluru,Post Graduate,Finance,0.6,44515,,137,,5,3,,57,119,2,5,Poor,2.2,23,Low Performer
11320,56,,Kolkata,Post Graduate,Sales,9.2,76001,36,251,,4,4,4.1,,30,,2,Average,2.6,7,High Performer
11321,47,Male,Mumbai,Graduate,Finance,2.3,127591,26,172,,4,4,2.3,23,,2,4,Good,6.7,20,Low Performer
11322,27,Female,Bengaluru,Graduate,Analytics,13.7,63778,33,281,5,,5,2.7,33,85,9,1,Good,0.4,16,High Performer
11323,25,Male,Mumbai,Diploma,IT,5.3,113849,36,160,2,2,2,,62,136,0,4,Poor,,16,Average Performer
11324,51,Female,Hyderabad,,Sales,8.3,121083,4,27,2,3,1,2.8,59,93,9,4,Poor,0,23,Low Performer
11325,43,Male,,Graduate,HR,2,119276,9,204,5,,1,4.9,18,11,13,2,Excellent,7.5,20,Low Performer
11326,30,Male,Bengaluru,Post Graduate,IT,,74908,8,279,5,5,2,3.2,23,21,4,3,Poor,3.6,14,Low Performer
11327,52,Male,Bengaluru,Graduate,IT,14.2,112048,2,54,5,4,,3.4,,90,7,4,Excellent,0.8,24,Low Performer
11328,,Male,Delhi,Post Graduate,Analytics,3.2,52256,29,190,4,1,5,4.1,19,132,4,4,Poor,5.4,0,Average Performer
11329,51,Female,Chennai,Post Graduate,Analytics,11.8,145025,23,24,1,1,2,3.6,26,122,14,,Excellent,7.2,1,Average Performer
11330,38,Female,Hyderabad,Graduate,Analytics,16.6,145343,6,120,3,1,3,3.1,57,96,3,2,Good,3.5,19,Low Performer
11331,56,Female,Pune,Graduate,Sales,12.4,27127,36,96,5,4,1,2.2,43,54,8,5,Average,5.5,9,Average Performer
11332,22,Female,Hyderabad,Graduate,Finance,14.7,136251,21,57,1,1,2,3.8,64,132,12,4,Good,7.8,15,Average Performer
11333,34,Female,Pune,PhD,IT,2.4,99163,22,127,4,5,,4.6,45,10,0,4,Excellent,1.9,,Low Performer
11334,33,Female,,Post Graduate,Finance,,136279,9,,3,2,2,4.1,,,4,1,Good,6.6,3,Average Performer
11335,49,Female,Pune,Graduate,Finance,16.2,119824,34,8,1,2,3,3.1,38,,0,5,Poor,2.4,,Average Performer
11336,32,Female,Mumbai,Graduate,Analytics,13,56664,26,173,,2,4,2.4,6,60,14,2,Poor,3.4,15,Average Performer
11337,22,Male,Pune,,Finance,11.7,74795,1,285,2,1,3,4.4,53,43,5,4,Average,2.3,6,Low Performer
11338,,Female,Pune,Post Graduate,IT,12.1,139729,,294,5,2,,4.8,,146,14,1,Average,3.6,4,High Performer
11339,33,Male,Delhi,Graduate,IT,7.7,54079,5,77,2,1,3,3.2,19,58,9,1,Good,0,22,Low Performer
11340,47,Female,Bengaluru,Graduate,Operations,1.3,102225,,141,,,2,4.2,,26,8,3,Average,2.4,7,Low Performer
11341,37,Female,Hyderabad,,HR,,42259,,260,4,5,4,3.2,42,45,,2,Poor,3.6,,Low Performer
11342,51,Male,Hyderabad,Post Graduate,Sales,12.4,44571,2,145,5,4,4,,72,94,13,1,,5.1,2,Low Performer
11343,54,Male,Kolkata,Diploma,Finance,8.8,69119,16,,1,4,3,4.5,26,14,1,2,Poor,5.1,17,Average Performer
11344,44,Female,Kolkata,Graduate,,16.2,26009,16,264,3,3,,,24,,12,4,Excellent,4.7,3,Average Performer
11345,55,Female,Pune,Post Graduate,Sales,6.4,128210,,267,0,5,4,3.6,35,52,12,,Excellent,2.3,3,Average Performer
11346,26,Male,Chennai,Graduate,Sales,5.7,79829,1,,4,1,3,2.6,65,46,3,,,7.6,14,Low Performer
11347,,,Hyderabad,Graduate,Operations,15.8,56230,15,42,4,3,3,3,,143,7,3,Excellent,,14,Average Performer
11348,50,Female,Kolkata,Graduate,Sales,14.4,129364,24,207,4,5,3,3.9,78,144,13,2,Average,1.7,3,Average Performer
11349,27,Male,Pune,Post Graduate,Operations,9.5,74049,4,228,1,1,4,2.1,52,146,2,,Poor,4.4,1,Low Performer
11350,30,Female,Kolkata,Post Graduate,IT,2.8,119762,18,56,5,5,1,3.8,20,34,13,5,,6,22,Low Performer
11351,52,Female,,Post Graduate,,4.3,141273,,,2,5,2,2.9,,64,6,3,Excellent,0.1,2,Average Performer
11352,54,Male,Mumbai,Graduate,Operations,12,137466,7,215,0,1,5,4,15,162,11,2,Good,2.2,,Low Performer
11353,48,Female,Kolkata,Graduate,HR,7.2,137053,10,11,,5,5,2.4,65,42,6,5,,6.6,0,Average Performer
11354,35,Female,Mumbai,Graduate,Sales,15.1,113018,1,49,3,5,2,4.2,25,79,13,5,Average,4.1,17,Low Performer
11355,50,Male,Kolkata,Post Graduate,HR,17.1,50795,2,281,,5,1,3.9,43,69,14,3,Average,3.3,4,Low Performer
11356,57,Male,Pune,Graduate,IT,14.6,,,263,3,4,2,4.9,28,179,1,4,Average,7.4,8,High Performer
11357,49,Male,,Post Graduate,IT,7.1,103411,32,146,,2,3,4.7,45,43,11,3,Good,0.7,19,Average Performer
11358,42,Female,Chennai,Graduate,Analytics,,,29,262,4,5,2,2.8,70,77,9,2,,4.9,5,Average Performer
11359,24,Female,,,Sales,6.7,30453,35,289,1,1,,2.1,48,62,3,4,Average,2.7,18,Average Performer
11360,40,Female,Delhi,Post Graduate,Analytics,3.4,138848,17,41,,5,4,,14,111,0,,,,8,Average Performer
11361,52,Female,,Graduate,HR,1.1,132165,12,,3,4,,3.8,16,93,7,3,Poor,1.7,17,Low Performer
11362,56,Female,Hyderabad,Graduate,,7.3,67993,,124,,4,5,2.1,8,,9,3,Average,5,23,Average Performer
11363,24,,Pune,Graduate,,16.3,128780,30,50,2,5,3,2.4,76,138,9,3,,0.2,14,Average Performer
11364,47,Male,Pune,Post Graduate,,4.7,,30,144,1,3,3,3.8,31,147,8,4,,4.7,,Average Performer
11365,37,Male,Kolkata,Post Graduate,Sales,4.1,,,57,2,2,4,4.7,65,99,0,2,Good,7.7,,Average Performer
11366,32,Male,Delhi,Graduate,HR,17.5,68799,7,292,1,1,3,4.7,58,160,10,5,Excellent,6.4,,Low Performer
11367,42,Female,Delhi,Post Graduate,Operations,,137586,38,278,3,1,1,2.5,31,,6,3,Excellent,2.8,7,Low Performer
11368,37,Female,Delhi,Graduate,IT,14.3,78964,7,273,0,1,4,3.2,42,,0,5,Good,1.1,18,High Performer
11369,30,Male,Kolkata,Graduate,Operations,,115379,30,283,0,1,4,2.1,58,164,11,5,Good,3.7,10,Average Performer
11370,21,Female,Hyderabad,Graduate,Finance,1.2,127987,12,,5,4,2,3.4,29,176,0,5,Good,3.1,3,Low Performer
11371,42,Female,Pune,PhD,Sales,16.6,79926,31,58,5,2,2,4.3,10,74,8,,Good,7.8,,High Performer
11372,46,Male,Delhi,Graduate,Finance,2.9,21801,18,73,3,5,1,4.4,,,9,3,,7.9,23,Low Performer
11373,38,Male,Mumbai,Graduate,Finance,,58144,2,246,2,,4,,25,62,9,3,Good,3.3,9,Low Performer
11374,34,Male,Pune,Graduate,Sales,5.3,112478,33,274,1,3,4,2.3,1,179,5,3,Good,1.2,19,Average Performer
11375,49,Male,Kolkata,Graduate,Sales,1.6,130364,,256,0,5,2,3.1,33,130,0,1,,7.3,,Low Performer
11376,32,Female,Hyderabad,Post Graduate,,1.4,,34,288,1,2,5,4.8,40,149,6,2,Excellent,,24,Low Performer
11377,56,Male,Mumbai,Graduate,Finance,,36637,16,,3,5,5,2.7,30,171,2,1,Excellent,4.1,8,Low Performer
11378,,Male,Kolkata,Graduate,HR,1.7,62621,35,104,2,4,2,3,62,139,9,4,Good,2.9,21,Low Performer
11379,32,,Bengaluru,,Operations,13.8,65431,33,,1,,3,4.2,54,67,3,1,Excellent,3.6,16,High Performer
11380,27,Other,Pune,Graduate,Sales,9,,21,107,2,,4,4.2,60,,13,1,Good,7.2,8,High Performer
11381,49,Male,Bengaluru,Post Graduate,IT,6.5,74172,20,123,0,1,1,4.7,35,166,3,1,,1.5,24,Average Performer
11382,31,Male,Kolkata,Post Graduate,,,43437,8,21,1,1,5,3.2,,57,7,,Excellent,6.5,22,Low Performer
11383,,Male,Kolkata,Graduate,Analytics,16.8,,26,195,,1,3,3.5,22,86,0,5,Poor,0.1,,Average Performer
11384,26,Male,Kolkata,Post Graduate,HR,16.4,86835,33,216,,4,4,3.4,25,47,7,4,Average,7.4,23,Average Performer
11385,35,Male,Delhi,Graduate,Operations,13,78805,26,82,2,4,3,4.8,17,8,8,4,Average,4,24,High Performer
11386,52,Female,Hyderabad,Post Graduate,Sales,16,36201,37,,3,4,4,4.3,78,79,10,2,Poor,,8,High Performer
11387,31,Male,Delhi,Graduate,,6.1,46634,30,97,4,5,4,4.5,33,98,6,1,,0,22,Average Performer
11388,43,Male,Hyderabad,Graduate,HR,7.2,104821,31,17,,1,2,2.4,27,111,0,5,Good,4.5,21,Average Performer
11389,46,Female,Chennai,Post Graduate,,11.2,63775,33,232,1,3,2,4.4,48,,14,3,Excellent,2,1,High Performer
11390,54,Male,Delhi,PhD,Operations,,144546,11,21,5,3,1,3.3,63,97,6,2,Average,5.1,,Average Performer
11391,54,Male,Bengaluru,Diploma,Operations,8.9,132090,5,66,0,1,1,2.1,,,5,5,Average,2.2,22,Low Performer
11392,49,Male,Hyderabad,Post Graduate,Finance,7.5,92676,2,47,1,2,,2.2,62,117,4,2,Poor,0.7,,Low Performer
11393,24,Female,Delhi,Graduate,IT,17.8,24798,,72,1,5,2,4,61,,4,2,Excellent,4,5,Average Performer
11394,37,Male,,Graduate,Sales,14.9,95160,,,4,3,4,3.1,41,98,0,3,Average,4.5,5,Average Performer
11395,55,Female,Kolkata,Graduate,Operations,8.1,95751,26,207,4,,2,4.6,23,,5,5,Average,3.6,15,High Performer
11396,33,Female,Hyderabad,Post Graduate,Operations,,58888,25,218,4,2,4,4.2,34,144,12,1,Good,,11,High Performer
11397,35,Male,Hyderabad,,Operations,5.2,,14,113,4,4,2,2.1,76,171,14,5,Good,4.7,14,Average Performer
11398,49,Other,Delhi,Diploma,Analytics,2.3,,,288,3,2,4,4.1,,142,3,5,,,6,Low Performer
11399,49,Male,,Graduate,IT,6.7,120614,,98,2,2,3,2.6,48,96,13,1,Average,1.1,1,Low Performer
11400,31,Male,Delhi,Graduate,Operations,7.6,63955,4,229,4,,2,3.3,76,109,13,3,,1.6,11,Low Performer
11401,52,Female,,Graduate,HR,0.8,,12,229,,,5,,58,77,0,5,Good,1.1,19,Low Performer
11402,22,Female,Bengaluru,Post Graduate,Sales,14.8,103490,11,243,1,4,5,4.6,21,14,11,1,Good,,1,High Performer
11403,34,Female,Hyderabad,Post Graduate,Finance,6.8,,4,122,5,3,4,3.4,60,108,7,2,Excellent,4.2,3,Low Performer
11404,,Male,Hyderabad,,HR,10.7,64313,9,95,4,1,3,4.4,79,155,7,,Average,3.4,2,Average Performer
11405,42,Male,Delhi,Graduate,Sales,1.8,62350,,293,,1,4,4.3,29,145,14,1,Average,6.4,1,Low Performer
11406,31,Female,Bengaluru,Post Graduate,Analytics,3.6,127168,27,,3,3,3,3.2,68,52,11,2,Poor,2.6,17,Average Performer
11407,47,Male,Bengaluru,,IT,16.1,45924,6,23,0,2,1,,59,113,12,5,Good,4.5,,Low Performer
11408,23,Male,Chennai,PhD,IT,11.2,100593,15,179,5,,2,,5,93,10,1,,0.6,9,Average Performer
11409,37,Male,Pune,Post Graduate,Sales,17.1,135490,31,110,5,3,3,2.1,10,48,3,5,Good,,11,Average Performer
11410,48,Male,Chennai,Graduate,HR,18,25312,22,293,0,4,4,4.7,23,97,12,4,Average,5.6,3,High Performer
11411,49,Female,Mumbai,Post Graduate,Finance,7,48353,6,,,3,1,4.3,78,68,6,3,Excellent,6.4,22,Low Performer
11412,41,Male,Kolkata,Post Graduate,Analytics,5.7,131744,,146,5,2,4,2.7,,44,2,,Average,7.1,19,Average Performer
11413,36,Other,Chennai,Graduate,Sales,15.5,34192,29,197,3,1,5,4.9,18,138,7,3,Poor,6.1,6,High Performer
11414,57,Male,Delhi,PhD,Analytics,,114548,21,295,,5,5,2.5,49,124,6,1,Poor,6.8,,Average Performer
11415,40,Female,Pune,Graduate,,11.5,116991,30,212,,3,2,4.7,2,76,13,4,Excellent,,18,High Performer
11416,26,Male,Delhi,Graduate,Operations,14.4,96711,21,252,5,3,2,3,2,102,4,3,Good,,7,Average Performer
11417,39,Male,Kolkata,Graduate,Operations,14.2,24774,36,146,0,4,1,4.3,30,175,4,5,Poor,7.6,2,High Performer
11418,25,Male,Mumbai,Graduate,Finance,6.7,,22,,2,4,5,3.4,46,36,8,3,Average,7.3,14,Average Performer
11419,23,Male,Pune,Post Graduate,Analytics,10.5,90427,20,229,2,3,3,4.2,7,78,5,4,Poor,4.4,7,Average Performer
11420,21,Male,Hyderabad,Graduate,Sales,15.1,105513,22,188,1,3,5,2.5,16,,,,Poor,2.9,17,Average Performer
11421,35,Other,Bengaluru,Post Graduate,Finance,12.5,82014,11,192,2,2,2,2.8,44,151,5,5,Excellent,6.9,13,Average Performer
11422,54,Female,Chennai,Graduate,HR,0.9,73256,31,117,,,4,2.3,59,88,1,1,Excellent,2.6,18,Low Performer
11423,55,Male,Delhi,,Operations,6.4,116743,13,185,4,1,1,4.6,74,56,10,1,Average,1.2,3,Average Performer
11424,45,Male,,Post Graduate,Sales,3,109190,18,203,1,5,5,2.9,20,38,4,2,Good,5.1,2,Low Performer
11425,44,Male,Bengaluru,Post Graduate,Analytics,4.6,69715,22,74,3,1,3,4.1,,85,11,4,Excellent,,21,Average Performer
11426,32,Female,Chennai,Graduate,Finance,,25466,,90,3,5,,4.5,20,112,3,5,Excellent,3,8,Low Performer
11427,38,Female,Bengaluru,Graduate,Sales,1.1,,,43,3,4,3,4.7,57,130,9,4,Good,6.5,9,Low Performer
11428,35,Female,Chennai,Graduate,Finance,4.3,,25,,5,5,1,2.3,54,9,14,,Poor,2.4,7,Average Performer
11429,36,Male,Hyderabad,Post Graduate,Finance,5.9,,32,14,,5,3,4.7,27,45,2,3,Average,7.5,19,Average Performer
11430,47,Male,Pune,PhD,Finance,11.3,54317,15,7,3,1,3,2.6,74,38,8,,Average,7.6,1,Average Performer
11431,28,Male,Bengaluru,Graduate,,9.8,21543,13,154,,3,5,4.2,45,24,10,5,,6.5,0,Average Performer
11432,,Female,Bengaluru,Graduate,Sales,4.3,140790,26,71,3,4,1,4.2,43,70,,5,Good,7.9,3,Average Performer
11433,,Female,Bengaluru,PhD,IT,3.4,69052,11,197,5,2,4,2,24,96,6,2,Good,4.2,15,Average Performer
11434,49,Female,,,IT,4.6,40064,13,101,3,5,,,70,,14,3,,4.6,4,Average Performer
11435,28,Female,,Post Graduate,Analytics,9.3,90287,33,23,3,5,3,3.5,48,,3,5,Good,6.7,17,Average Performer
11436,35,Male,Chennai,Post Graduate,Analytics,5.2,98442,37,102,4,5,2,3.3,45,107,8,,Average,3.9,13,Average Performer
11437,47,Female,Hyderabad,Post Graduate,Operations,17.1,138550,38,61,5,3,1,4.8,62,52,8,,Average,3.3,12,High Performer
11438,27,Male,Bengaluru,Graduate,Finance,8.6,32425,1,,,2,2,3.1,76,39,11,3,Average,,,Low Performer
11439,23,,Kolkata,Graduate,Sales,1.5,69481,39,92,1,1,1,4.8,11,115,14,5,Good,5.3,14,Low Performer
11440,49,Male,Pune,Post Graduate,Sales,,95347,27,145,4,4,,3.4,77,43,6,5,Poor,6,18,Average Performer
11441,44,Male,Mumbai,Diploma,HR,6.3,90317,36,148,5,3,5,4.9,56,7,4,1,Average,5.3,3,Average Performer
11442,23,Female,Chennai,Graduate,HR,11.9,68530,32,56,2,,3,4.2,72,23,12,5,Average,6,18,High Performer
11443,,Female,Pune,Graduate,IT,5.4,99099,15,216,0,4,5,4.5,63,129,8,2,Poor,,,Average Performer
11444,35,Female,Hyderabad,Post Graduate,HR,10.5,43888,,,5,1,2,2.3,30,150,13,2,Excellent,3.8,12,Average Performer
11445,45,Male,Hyderabad,Diploma,HR,,83836,6,95,4,4,2,3.8,3,87,12,4,,1.1,10,Low Performer
11446,50,Female,Chennai,,IT,16.7,128478,25,43,3,5,4,2.4,53,9,6,,Average,6.3,17,Average Performer
11447,34,Male,Bengaluru,Diploma,Operations,5.1,66990,18,17,4,5,5,2.9,64,59,8,4,Good,0.2,24,Average Performer
11448,27,Female,Hyderabad,Graduate,IT,6.4,104544,22,,0,3,5,3.9,5,,10,3,Average,7.9,10,Average Performer
11449,37,Male,Mumbai,Graduate,,8.6,81627,31,113,0,4,5,4.2,64,166,2,3,Average,6.6,,High Performer
11450,40,Female,Pune,Post Graduate,,16.7,146345,36,,5,5,4,2.1,21,22,10,1,Excellent,5.4,0,Average Performer
11451,,Female,Mumbai,Post Graduate,HR,16.3,90843,9,235,3,3,,3.6,16,72,8,1,Poor,7.7,14,Average Performer
11452,29,Female,Bengaluru,Graduate,,2.1,47251,3,,3,,5,3.7,58,104,0,5,Poor,4.9,,Low Performer
11453,42,Male,Mumbai,Graduate,Finance,2.8,92418,,213,1,3,5,2.2,28,175,4,5,Poor,0.5,9,Low Performer
11454,22,Male,Mumbai,Post Graduate,Finance,9.2,70620,27,92,0,,5,3.5,66,173,12,4,Excellent,4.5,,Average Performer
11455,44,Female,Delhi,Graduate,Operations,2.4,28040,1,97,,5,2,4.1,16,42,12,4,Excellent,2.2,3,Low Performer
11456,28,Male,Mumbai,Graduate,Analytics,6.5,31162,9,178,0,5,,2.2,1,170,1,5,,3,5,Average Performer
